genome	gtdb_taxopath	gtdb_fastani_reference	genbank_assembly
MMP06457518	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__GCA-2712005;s__GCA-2712005 sp002712005	gtdb:GCA_002712005.1	insdc.gca:GCA_002435165.1
MMP06457517	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__UBA845;s__UBA845 sp002711995	gtdb:GCA_002711995.1	insdc.gca:GCA_002435175.1
MMP06457516	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas lipolytica_C	gtdb:GCA_002436365.1	insdc.gca:GCA_002436365.1
MMP06457499	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas sp003045775	gtdb:GCF_003045775.1	insdc.gca:GCA_002291785.1
MMP06457463	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__UBA4459;s__UBA4459 sp002389465	gtdb:GCA_002389465.1	insdc.gca:GCA_002389465.1
MMP06457462	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter;s__Lutibacter sp002390165	gtdb:GCA_002390165.1	insdc.gca:GCA_002390165.1
MMP06457461	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536;f__Ga0077536;g__UBA981;s__UBA981 sp002292285	gtdb:GCA_002292285.1	insdc.gca:GCA_002390245.1
MMP06457458	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA2589;s__UBA2589 sp002390225	gtdb:GCA_002390225.1	insdc.gca:GCA_002390225.1
MMP06457457	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__Porticoccus;s__Porticoccus sp002390285	gtdb:GCA_002390285.1	insdc.gca:GCA_002390285.1
MMP06457455	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Puniceicoccaceae;g__BACL24;s__BACL24 sp002292345	gtdb:GCA_002292345.1	insdc.gca:GCA_002390255.1
MMP06457443	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__UBA3006;s__UBA3006 sp002367695	gtdb:GCA_002367695.1	insdc.gca:GCA_002367695.1
MMP06457442	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__Nanopelagicaceae;g__AAA044-D11;s__AAA044-D11 sp002367715	gtdb:GCA_002367715.1	insdc.gca:GCA_002367715.1
MMP06457441	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__D2472;s__D2472 sp002358345	gtdb:GCA_002358345.1	insdc.gca:GCA_002346805.1
MMP06457440	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__D2472;s__D2472 sp002358345	gtdb:GCA_002358345.1	insdc.gca:GCA_002346825.1
MMP06457438	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__BACL12;g__UBA11426;s__UBA11426 sp002346225	gtdb:GCA_002346225.1	insdc.gca:GCA_002346225.1
MMP06457435	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__BACL14;s__BACL14 sp002384685	gtdb:GCA_002384685.1	insdc.gca:GCA_002367935.1
MMP06457392	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__UBA6522;s__UBA6522 sp002434915	gtdb:GCA_002434915.1	insdc.gca:GCA_002434915.1
MMP06457391	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__UBA7359;s__UBA7359 sp002292815	gtdb:GCA_002292815.1	insdc.gca:GCA_002469945.1
MMP06457390	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__UBA10364;s__UBA10364 sp002387615	gtdb:GCA_002387615.1	insdc.gca:GCA_002469955.1
MMP06457389	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__TK06;g__MedAcidi-G3;s__MedAcidi-G3 sp002722565	gtdb:GCA_002722565.1	insdc.gca:GCA_002500365.1
MMP06457388	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA8592;g__MedAcidi-G2A;s__MedAcidi-G2A sp002500385	gtdb:GCA_002500385.1	insdc.gca:GCA_002500385.1
MMP06457387	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__GCA-2718595;s__GCA-2718595 sp002718595	gtdb:GCA_002718595.1	insdc.gca:GCA_002500425.1
MMP06457386	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__MedAcidi-G1;s__MedAcidi-G1 sp000817085	gtdb:GCA_000817085.1	insdc.gca:GCA_002470885.1
MMP06457385	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA840;g__UBA6502;s__UBA6502 sp002436415	gtdb:GCA_002436415.1	insdc.gca:GCA_002500395.1
MMP06457384	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA2589;s__UBA2589 sp002500925	gtdb:GCA_002500925.1	insdc.gca:GCA_002501525.1
MMP06457383	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA7916;f__UBA6594;g__UBA6594;s__UBA6594 sp002480165	gtdb:GCA_002480165.1	insdc.gca:GCA_002480165.1
MMP06457382	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Litoricolaceae;g__Litoricola;s__Litoricola sp002714245	gtdb:GCA_002714245.1	insdc.gca:GCA_002480175.1
MMP06457381	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2979;f__UBA2979;g__UBA6955;s__UBA6955 sp002707835	gtdb:GCA_002707835.1	insdc.gca:GCA_002480145.1
MMP06457380	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-120531;s__MAG-120531 sp000173115	gtdb:GCF_000173115.1	insdc.gca:GCA_002494265.1
MMP06457369	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA7887;f__UBA7887;g__UBA7887;s__UBA7887 sp002501105	gtdb:GCA_002501105.1	insdc.gca:GCA_002501105.1
MMP06457368	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter freundii	gtdb:GCF_000759735.1	insdc.gca:GCA_002471245.1
MMP06457363	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS55;g__UBA2126;s__UBA2126 sp003503735	gtdb:GCA_003503735.1	insdc.gca:GCA_002501165.1
MMP06457361	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__UBA5680;g__UBA5680;s__UBA5680 sp002420425	gtdb:GCA_002420425.1	insdc.gca:GCA_002501195.1
MMP06457332	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Saccharospirillaceae;g__UBA2009;s__UBA2009 sp002335285	gtdb:GCA_002335285.1	insdc.gca:GCA_002341045.1
MMP06457331	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__Cupriavidus metallidurans	gtdb:GCF_000196015.1	insdc.gca:GCA_002341065.1
MMP06457330	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA5862;g__UBA5862;s__UBA5862 sp002408105	gtdb:GCA_002408105.1	insdc.gca:GCA_002432625.1
MMP06457326	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__UBA2521;s__UBA2521 sp002341165	gtdb:GCA_002341165.1	insdc.gca:GCA_002341165.1
MMP06457325	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__GCA-2730975;s__GCA-2730975 sp002730975	gtdb:GCA_002730975.1	insdc.gca:GCA_002341135.1
MMP06457293	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__UBA1018;f__UBA6935;g__UBA6935;s__UBA6935 sp002722705	gtdb:GCA_002722705.1	insdc.gca:GCA_002450715.1
MMP06457292	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS55;g__TCS55;s__TCS55 sp001577025	gtdb:GCA_001577025.1	insdc.gca:GCA_002448755.1
MMP06457291	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Idiomarina;s__Idiomarina sp002716105	gtdb:GCA_002716105.1	insdc.gca:GCA_002450685.1
MMP06457290	d__Bacteria;p__Myxococcota;c__UBA9160;o__UBA9160;f__UBA6930;g__UBA6930;s__UBA6930 sp002450755	gtdb:GCA_002450755.1	insdc.gca:GCA_002450755.1
MMP06457289	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__S15-B10;g__S15-B10;s__S15-B10 sp002448795	gtdb:GCA_002448795.1	insdc.gca:GCA_002448795.1
MMP06457280	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter freundii	gtdb:GCF_000759735.1	insdc.gca:GCA_002453755.1
MMP06457279	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium maritypicum	gtdb:GCF_000455825.1	insdc.gca:GCA_002453805.1
MMP06457278	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6729;f__UBA6729;g__UBA6729;s__UBA6729 sp002454015	gtdb:GCA_002454015.1	insdc.gca:GCA_002453795.1
MMP06457272	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA2588;g__UBA2588;s__UBA2588 sp002723125	gtdb:GCA_002723125.1	insdc.gca:GCA_002434955.1
MMP06457271	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__S15-B10;g__UBA2125;s__UBA2125 sp002329125	gtdb:GCA_002329125.1	insdc.gca:GCA_002434865.1
MMP06457265	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__S15-B10;g__UBA2146;s__UBA2146 sp002471705	gtdb:GCA_002471705.1	insdc.gca:GCA_002434835.1
MMP06457264	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA2128;g__UBA2128;s__UBA2128 sp002471865	gtdb:GCA_002471865.1	insdc.gca:GCA_002436235.1
MMP06457217	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA998;f__UBA3002;g__UBA3002;s__UBA3002 sp002346425	gtdb:GCA_002346425.1	insdc.gca:GCA_002346425.1
MMP06457216	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11657;g__UBA11657;s__UBA11657 sp002346435	gtdb:GCA_002346435.1	insdc.gca:GCA_002346435.1
MMP06457215	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS55;g__TCS55;s__TCS55 sp001577025	gtdb:GCA_001577025.1	insdc.gca:GCA_002347005.1
MMP06457214	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__AcAMD-5;g__ATZT02		insdc.gca:GCA_002346945.1
MMP06457213	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__UBA3006;s__UBA3006 sp001438985	gtdb:GCA_001438985.1	insdc.gca:GCA_002346385.1
MMP06457212	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__D2472;s__D2472 sp002358345	gtdb:GCA_002358345.1	insdc.gca:GCA_002346405.1
MMP06457210	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__Nanopelagicaceae;g__Planktophila;s__Planktophila sp001438925	gtdb:GCA_001438925.1	insdc.gca:GCA_002346325.1
MMP06457209	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__UBA3015;g__UBA3015;s__UBA3015 sp001438005	gtdb:GCA_001438005.1	insdc.gca:GCA_002346355.1
MMP06457207	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__1G12;g__SHAN690;s__SHAN690 sp002336485	gtdb:GCA_002336485.1	insdc.gca:GCA_002389225.1
MMP06457206	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__MS024-2A sp002292265	gtdb:GCA_002292265.1	insdc.gca:GCA_002389235.1
MMP06457205	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4582;s__UBA4582 sp002389265	gtdb:GCA_002389265.1	insdc.gca:GCA_002389265.1
MMP06457204	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA8752;s__UBA8752 sp002389295	gtdb:GCA_002389295.1	insdc.gca:GCA_002389295.1
MMP06457203	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__UBA4473;f__UBA4473;g__UBA4473;s__UBA4473 sp002389285	gtdb:GCA_002389285.1	insdc.gca:GCA_002389285.1
MMP06457202	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__OM182;s__OM182 sp001438145	gtdb:GCA_001438145.1	insdc.gca:GCA_002389325.1
MMP06457201	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UA16;s__UA16 sp002477505	gtdb:GCA_002477505.1	insdc.gca:GCA_002389345.1
MMP06457200	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Puniceicoccaceae;g__BACL24;s__BACL24 sp002292345	gtdb:GCA_002292345.1	insdc.gca:GCA_002389355.1
MMP06457199	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UBA4479;g__UBA4479;s__UBA4479 sp002389175	gtdb:GCA_002389175.1	insdc.gca:GCA_002389175.1
MMP06457198	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__Porticoccus;s__Porticoccus sp002390285	gtdb:GCA_002390285.1	insdc.gca:GCA_002389205.1
MMP06457161	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter lutaoensis	gtdb:GCF_001981305.1	insdc.gca:GCA_002480455.1
MMP06457160	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_D;s__Pseudomonas_D aestusnigri	gtdb:GCF_002197985.1	insdc.gca:GCA_002480445.1
MMP06457159	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__UBA7805;g__UBA7805;s__UBA7805 sp002480485	gtdb:GCA_002480485.1	insdc.gca:GCA_002480485.1
MMP06457158	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae;g__Parvibaculum;s__Parvibaculum sp002480495	gtdb:GCA_002480495.1	insdc.gca:GCA_002480495.1
MMP06457157	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA7803;s__UBA7803 sp002480525	gtdb:GCA_002480525.1	insdc.gca:GCA_002480525.1
MMP06457156	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda_A;s__Muricauda_A lutaonensis	gtdb:GCF_000963865.1	insdc.gca:GCA_002480545.1
MMP06457155	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptonemataceae;g__UBA3465;s__UBA3465 sp002730875	gtdb:GCA_002730875.1	insdc.gca:GCA_002480575.1
MMP06457154	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__UBA7800;s__UBA7800 sp002480565	gtdb:GCA_002480565.1	insdc.gca:GCA_002480565.1
MMP06457153	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda;s__Muricauda sp002699205	gtdb:GCA_002699205.1	insdc.gca:GCA_002480405.1
MMP06457152	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius sp002720475	gtdb:GCA_002720475.1	insdc.gca:GCA_002480425.1
MMP06457120	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA6615;f__UBA6615;g__UBA6615;s__UBA6615 sp002937505	gtdb:GCA_002937505.1	insdc.gca:GCA_002433205.1
MMP06457119	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11657;g__UBA11657;s__UBA11657 sp002377585	gtdb:GCA_002377585.1	insdc.gca:GCA_002377585.1
MMP06457118	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Citromicrobium;s__Citromicrobium sp002377695	gtdb:GCA_002377695.1	insdc.gca:GCA_002377695.1
MMP06457117	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA3495;s__UBA3495 sp002724585	gtdb:GCA_002724585.1	insdc.gca:GCA_002377655.1
MMP06457116	d__Bacteria;p__UBA8248;c__UBA8248;o__UBA8248;f__UBA3496;g__UBA3496;s__UBA3496 sp002377645	gtdb:GCA_002377645.1	insdc.gca:GCA_002377645.1
MMP06457115	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__GCA-2718595;s__GCA-2718595 sp002718595	gtdb:GCA_002718595.1	insdc.gca:GCA_002377615.1
MMP06457112	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__MedAcidi-G1;s__MedAcidi-G1 sp002294285	gtdb:GCA_002294285.1	insdc.gca:GCA_002377725.1
MMP06457111	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__TK06;g__UBA6944;s__UBA6944 sp002724355	gtdb:GCA_002724355.1	insdc.gca:GCA_002377685.1
MMP06457110	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__UBA2993;s__UBA2993 sp002721705	gtdb:GCA_002721705.1	insdc.gca:GCA_002433145.1
MMP06457109	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas ruthenica	gtdb:GCF_000336495.1	insdc.gca:GCA_002433185.1
MMP06457108	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas australica	gtdb:GCF_000730385.1	insdc.gca:GCA_002433285.1
MMP06457105	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas agarivorans	gtdb:GCF_002310855.1	insdc.gca:GCA_002433295.1
MMP06457104	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__Thalassospiraceae;g__Thalassospira;s__Thalassospira xiamenensis	gtdb:GCF_000300235.2	insdc.gca:GCA_002375565.1
MMP06457103	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__Marinisomataceae;g__Marinisoma;s__Marinisoma sp002348725	gtdb:GCA_002348725.1	insdc.gca:GCA_002433225.1
MMP06457095	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__OM182;s__OM182 sp001438145	gtdb:GCA_001438145.1	insdc.gca:GCA_002340595.1
MMP06457094	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Aquiluna		insdc.gca:GCA_002340615.1
MMP06457092	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_D;s__Pseudomonas_D aestusnigri	gtdb:GCF_002197985.1	insdc.gca:GCA_002375545.1
MMP06457091	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Nanopelagicales;f__Nanopelagicaceae;g__AAA044-D11;s__AAA044-D11 sp002340925	gtdb:GCA_002340925.1	insdc.gca:GCA_002340925.1
MMP06457090	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter sp002340765	gtdb:GCA_002340765.1	insdc.gca:GCA_002340765.1
MMP06457089	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__RS62;s__RS62 sp002340675	gtdb:GCA_002340675.1	insdc.gca:GCA_002340675.1
MMP06457088	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-120531;s__MAG-120531 sp000173115	gtdb:GCF_000173115.1	insdc.gca:GCA_002340755.1
MMP06457087	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas sp000682775	gtdb:GCF_000682775.1	insdc.gca:GCA_002375605.1
MMP06457086	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Aquiluna		insdc.gca:GCA_002340665.1
MMP06457085	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-120531;s__MAG-120531 sp000173115	gtdb:GCF_000173115.1	insdc.gca:GCA_002340745.1
MMP06457084	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__BACL14;s__BACL14 sp002384685	gtdb:GCA_002384685.1	insdc.gca:GCA_002340895.1
MMP06457082	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae;g__Parvibaculum;s__Parvibaculum sp002694985	gtdb:GCA_002694985.1	insdc.gca:GCA_002384665.1
MMP06457080	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__Methylophaga;s__Methylophaga sp002696735	gtdb:GCA_002696735.1	insdc.gca:GCA_002375335.1
MMP06457078	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Idiomarina;s__Idiomarina abyssalis	gtdb:GCF_900116625.1	insdc.gca:GCA_002375575.1
MMP06457067	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Leeuwenhoekiella;s__Leeuwenhoekiella blandensis	gtdb:GCF_000152985.1	insdc.gca:GCA_002297705.1
MMP06457042	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aequorivita;s__Aequorivita sp002364215	gtdb:GCA_002364215.1	insdc.gca:GCA_002414425.1
MMP06457039	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__UBA1479;g__UBA1479;s__UBA1479 sp002325375	gtdb:GCA_002325375.1	insdc.gca:GCA_002415625.1
MMP06457032	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas australica	gtdb:GCF_000730385.1	insdc.gca:GCA_002314095.1
MMP06457021	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__Sphingopyxis sp002454115	gtdb:GCA_002454115.1	insdc.gca:GCA_002454115.1
MMP06457019	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium;s__Agrobacterium tumefaciens_F	gtdb:GCF_000219665.1	insdc.gca:GCA_002454155.1
MMP06457018	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA6733;s__UBA6733 sp002454165	gtdb:GCA_002454165.1	insdc.gca:GCA_002454165.1
MMP06457017	d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__LS-NOB;s__LS-NOB sp002454045	gtdb:GCA_002454045.1	insdc.gca:GCA_002454045.1
MMP06457016	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium_A;s__Chryseobacterium_A sp002453895	gtdb:GCA_002453895.1	insdc.gca:GCA_002454095.1
MMP06457015	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6729;f__UBA6729;g__UBA6729;s__UBA6729 sp002454015	gtdb:GCA_002454015.1	insdc.gca:GCA_002454015.1
MMP06457014	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ochrobactrum_A;s__Ochrobactrum_A sp002278035	gtdb:GCF_002278035.1	insdc.gca:GCA_002454055.1
MMP06456951	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__UBA9664;s__UBA9664 sp002699085	gtdb:GCA_002699085.1	insdc.gca:GCA_002358745.1
MMP06456950	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Martelella;s__Martelella mediterranea	gtdb:GCF_002043005.1	insdc.gca:GCA_002358775.1
MMP06456949	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas australica	gtdb:GCF_000730385.1	insdc.gca:GCA_002358795.1
MMP06456948	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__ASP10-05a;s__ASP10-05a sp002336675	gtdb:GCA_002336675.1	insdc.gca:GCA_002358805.1
MMP06456947	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium sp002313585	gtdb:GCA_002313585.1	insdc.gca:GCA_002358645.1
MMP06456946	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Zunongwangia;s__Zunongwangia profunda	gtdb:GCF_000023465.1	insdc.gca:GCA_002358695.1
MMP06456945	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas australica	gtdb:GCF_000730385.1	insdc.gca:GCA_002358715.1
MMP06456944	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium sp900098805	gtdb:GCF_900098805.1	insdc.gca:GCA_002358725.1
